012-ELECTRONICS,602-T.V.,02-40 INCH - 50 INCH,6942147497005,407647515,75538395,1,1,0,U,P,11990,HISENSE??????TV VIDAA UHD 43IN#43A6100K,2,2,2,2,0.2 ,1.0 ,,,100.0%,0.5 ,0.5 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,"8,393.0 ","5,995.0 ","3,597.0 ",0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,,,,,0 ,0 , -   ,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,DIFF,,MAINTAIN,2 ,0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012-ELECTRONICS,602-T.V.,03-H+S 50 INCH - 59 INCH,2502100704454,407745366,75667932,1,1,0,U,P,21990,H_HISENSE TV VIDAA QLED 55 ????#55Q6Q_M,2,2,2,2,1.0 ,1.0 ,,,100.0%,2.0 ,2.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,"15,393.0 ","10,995.0 ","6,597.0 ",0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,,,,,0 ,0 , -   ,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,DIFF,,MAINTAIN,2 ,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012-ELECTRONICS,602-T.V.,03-H+S 50 INCH - 59 INCH,6942351421902,407745350,75667916,1,1,0,U,P,21990,H_HISENSE TV VIDAA QLED 55 ????#55Q6Q,2,2,2,2,0.3 ,1.0 ,,,100.0%,0.7 ,0.7 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,"15,393.0 ","10,995.0 ","6,597.0 ",0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,,,,,0 ,0 , -   ,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,DIFF,,MAINTAIN,2 ,,,,,,,,,,,,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0,0,0,0,0.0 ,,,,0.0%,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,,FALSE,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,,,,,0 ,0 , -   ,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,,0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0,0,0,0,0.0 ,,,,0.0%,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,,FALSE,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,,,,,0 ,0 , -   ,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,,0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0,0,0,0,0.0 ,,,,0.0%,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,,FALSE,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,,,,,0 ,0 , -   ,,,,,,,,,,,,#REF!,#REF!,,,,,,,,,,,,,,,0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0,0,0,0,0.0 ,,,,0.0%,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,,FALSE,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,,,,,0 ,0 , -   ,,,,,,,,,,,,#REF!,#REF!,,,,,,,,,,,,,,,0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0,0,0,0,0.0 ,,,,0.0%,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,,FALSE,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,,,,,0 ,0 , -   ,,,,,,,,,,,,#REF!,#REF!,,,,,,,,,,,,,,,0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0,0,0,0,0.0 ,,,,0.0%,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,,FALSE,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,,,,,0 ,0 , -   ,,,,,,,,,,,,#REF!,#REF!,,,,,,,,,,,,,,,0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0,0,0,0,0.0 ,,,,0.0%,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,,FALSE,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,,,,,0 ,0 , -   ,,,,,,,,,,,,#REF!,#REF!,,,,,,,,,,,,,,,0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
